ID,Archetype,City Type,Income Level,Age,Health Consciousness (1-10),Price Sensitivity (1-10),Brand Loyalty (1-10),Distribution Weight
9153,Budget-Conscious Mother,Tier-2,Medium,20,6.35,7.46,3.53,18
9154,Budget-Conscious Mother,Tier-2,Medium,33,6.61,9.00,3.66,18
9155,Budget-Conscious Mother,Tier-2,Medium,60,5.43,7.21,4.85,18
9156,Budget-Conscious Mother,Tier-2,Medium,36,6.51,7.06,3.69,18
9157,Budget-Conscious Mother,Tier-2,Medium,42,5.45,8.47,4.75,18
9158,Budget-Conscious Mother,Tier-2,Medium,26,6.06,8.88,4.98,18
9159,Budget-Conscious Mother,Tier-2,Medium,25,6.31,7.00,3.33,18
9160,Budget-Conscious Mother,Tier-2,Medium,19,6.37,8.13,4.79,18
9161,Budget-Conscious Mother,Tier-2,Medium,56,5.04,7.12,4.14,18
9162,Budget-Conscious Mother,Tier-2,Medium,53,6.32,8.60,3.25,18
9163,Budget-Conscious Mother,Tier-2,Medium,38,5.93,7.79,4.77,18
9164,Budget-Conscious Mother,Tier-2,Medium,44,5.41,7.48,3.60,18
9165,Budget-Conscious Mother,Tier-2,Medium,19,6.59,7.72,4.33,18
9166,Budget-Conscious Mother,Tier-2,Medium,28,6.22,7.01,4.16,18
9167,Budget-Conscious Mother,Tier-2,Medium,37,6.23,7.08,4.73,18
9168,Budget-Conscious Mother,Tier-2,Medium,18,5.78,7.72,4.86,18
9169,Budget-Conscious Mother,Tier-2,Medium,41,6.27,8.32,4.50,18
9170,Budget-Conscious Mother,Tier-2,Medium,50,5.95,8.98,3.11,18
9171,Budget-Conscious Mother,Tier-2,Medium,44,6.67,7.90,3.80,18
9172,Budget-Conscious Mother,Tier-2,Medium,25,5.39,7.53,4.46,18
9173,Budget-Conscious Mother,Tier-2,Medium,36,5.34,8.68,4.64,18
9174,Budget-Conscious Mother,Tier-2,Medium,35,6.36,8.27,3.33,18
9175,Budget-Conscious Mother,Tier-2,Medium,44,6.65,8.58,3.33,18
9176,Budget-Conscious Mother,Tier-2,Medium,36,5.24,7.10,4.67,18
9177,Budget-Conscious Mother,Tier-2,Medium,26,6.10,8.23,4.17,18
9178,Budget-Conscious Mother,Tier-2,Medium,44,5.18,8.52,3.66,18
9179,Budget-Conscious Mother,Tier-2,Medium,48,6.37,8.65,4.56,18
9180,Budget-Conscious Mother,Tier-2,Medium,51,5.05,7.85,4.06,18
9181,Budget-Conscious Mother,Tier-2,Medium,61,6.97,8.71,4.86,18
9182,Budget-Conscious Mother,Tier-2,Medium,26,6.94,7.99,3.54,18
9183,Budget-Conscious Mother,Tier-2,Medium,47,6.61,8.12,4.04,18
9184,Budget-Conscious Mother,Tier-2,Medium,25,5.53,8.63,3.50,18
9185,Budget-Conscious Mother,Tier-2,Medium,20,5.35,8.97,3.33,18
9186,Budget-Conscious Mother,Tier-2,Medium,40,6.22,7.47,3.23,18
9187,Budget-Conscious Mother,Tier-2,Medium,26,5.15,7.44,4.86,18
9188,Budget-Conscious Mother,Tier-2,Medium,50,6.96,7.09,4.16,18
9189,Budget-Conscious Mother,Tier-2,Medium,47,6.32,7.71,3.79,18
9190,Budget-Conscious Mother,Tier-2,Medium,39,6.93,8.17,3.67,18
9191,Budget-Conscious Mother,Tier-2,Medium,20,6.30,8.35,4.41,18
9192,Budget-Conscious Mother,Tier-2,Medium,46,5.57,8.11,4.55,18
9193,Budget-Conscious Mother,Tier-2,Medium,64,6.25,8.00,3.02,18
9194,Budget-Conscious Mother,Tier-2,Medium,30,5.89,7.13,3.69,18
9195,Budget-Conscious Mother,Tier-2,Medium,41,6.19,7.06,4.90,18
9196,Budget-Conscious Mother,Tier-2,Medium,43,6.04,7.17,3.98,18
9197,Budget-Conscious Mother,Tier-2,Medium,54,6.91,7.10,3.82,18
9198,Budget-Conscious Mother,Tier-2,Medium,51,5.27,7.09,4.33,18
9199,Budget-Conscious Mother,Tier-2,Medium,57,5.66,7.81,3.63,18
9200,Budget-Conscious Mother,Tier-2,Medium,42,6.75,8.73,3.81,18
9201,Budget-Conscious Mother,Tier-2,Medium,62,5.12,7.09,4.91,18
9202,Budget-Conscious Mother,Tier-2,Medium,41,5.35,7.86,4.25,18
9203,Budget-Conscious Mother,Tier-2,Medium,47,6.60,8.81,3.03,18
9204,Budget-Conscious Mother,Tier-2,Medium,45,6.98,7.32,3.30,18
9205,Budget-Conscious Mother,Tier-2,Medium,25,5.63,8.86,3.11,18
9206,Budget-Conscious Mother,Tier-2,Medium,44,5.95,8.78,3.17,18
9207,Budget-Conscious Mother,Tier-2,Medium,24,5.05,7.92,4.71,18
9208,Budget-Conscious Mother,Tier-2,Medium,62,5.53,8.44,4.33,18
9209,Budget-Conscious Mother,Tier-2,Medium,29,5.97,8.25,3.86,18
9210,Budget-Conscious Mother,Tier-2,Medium,50,5.66,8.48,3.35,18
9211,Budget-Conscious Mother,Tier-2,Medium,62,5.76,7.27,3.18,18
9212,Budget-Conscious Mother,Tier-2,Medium,54,5.12,7.28,4.92,18
9213,Budget-Conscious Mother,Tier-2,Medium,51,5.50,8.22,4.71,18
9214,Budget-Conscious Mother,Tier-2,Medium,53,5.62,7.47,3.57,18
9215,Budget-Conscious Mother,Tier-2,Medium,23,5.95,8.21,4.72,18
9216,Budget-Conscious Mother,Tier-2,Medium,19,5.79,7.48,3.64,18
9217,Budget-Conscious Mother,Tier-2,Medium,57,6.38,7.66,3.94,18
9218,Budget-Conscious Mother,Tier-2,Medium,52,6.46,7.18,3.61,18
9219,Budget-Conscious Mother,Tier-2,Medium,40,6.56,8.99,3.78,18
9220,Budget-Conscious Mother,Tier-2,Medium,24,6.67,7.35,3.84,18
9221,Budget-Conscious Mother,Tier-2,Medium,21,5.79,8.06,3.50,18
9222,Budget-Conscious Mother,Tier-2,Medium,60,5.17,8.10,4.74,18
9223,Budget-Conscious Mother,Tier-2,Medium,39,5.57,7.12,4.00,18
9224,Budget-Conscious Mother,Tier-2,Medium,57,5.04,8.06,3.14,18
9225,Budget-Conscious Mother,Tier-2,Medium,37,6.22,7.74,4.15,18
9226,Budget-Conscious Mother,Tier-2,Medium,50,6.60,8.03,4.69,18
9227,Budget-Conscious Mother,Tier-2,Medium,39,5.37,8.29,4.02,18
9228,Budget-Conscious Mother,Tier-2,Medium,20,5.08,7.74,3.06,18
9229,Budget-Conscious Mother,Tier-2,Medium,60,6.83,7.59,4.73,18
9230,Budget-Conscious Mother,Tier-2,Medium,49,5.69,8.21,4.90,18
9231,Budget-Conscious Mother,Tier-2,Medium,62,5.58,8.72,3.44,18
9232,Budget-Conscious Mother,Tier-2,Medium,22,6.31,7.77,3.78,18
9233,Budget-Conscious Mother,Tier-2,Medium,32,6.97,7.14,4.85,18
9234,Budget-Conscious Mother,Tier-2,Medium,57,6.85,7.48,3.08,18
9235,Budget-Conscious Mother,Tier-2,Medium,21,6.77,7.67,4.22,18
9236,Budget-Conscious Mother,Tier-2,Medium,46,5.11,8.40,3.76,18
9237,Budget-Conscious Mother,Tier-2,Medium,51,5.74,8.33,3.00,18
9238,Budget-Conscious Mother,Tier-2,Medium,38,5.88,7.14,4.60,18
9239,Budget-Conscious Mother,Tier-2,Medium,55,6.17,8.13,4.06,18
9240,Budget-Conscious Mother,Tier-2,Medium,53,5.38,8.79,4.20,18
9241,Budget-Conscious Mother,Tier-2,Medium,37,6.89,7.37,4.94,18
9242,Budget-Conscious Mother,Tier-2,Medium,62,5.18,7.14,3.09,18
9243,Budget-Conscious Mother,Tier-2,Medium,56,6.15,7.43,3.19,18
9244,Budget-Conscious Mother,Tier-2,Medium,43,5.18,8.35,4.62,18
9245,Budget-Conscious Mother,Tier-2,Medium,60,6.04,8.26,4.87,18
9246,Budget-Conscious Mother,Tier-2,Medium,63,6.18,7.34,4.50,18
9247,Budget-Conscious Mother,Tier-2,Medium,28,5.55,8.36,4.51,18
9248,Budget-Conscious Mother,Tier-2,Medium,46,5.22,7.65,3.37,18
9249,Budget-Conscious Mother,Tier-2,Medium,33,5.80,7.34,3.32,18
9250,Budget-Conscious Mother,Tier-2,Medium,45,5.67,7.63,3.81,18
9251,Budget-Conscious Mother,Tier-2,Medium,49,5.05,7.44,3.41,18
9252,Budget-Conscious Mother,Tier-2,Medium,46,5.76,8.81,3.57,18
9253,Budget-Conscious Mother,Tier-2,Medium,23,6.02,7.46,3.14,18
9254,Budget-Conscious Mother,Tier-2,Medium,26,6.27,8.75,3.89,18
9255,Budget-Conscious Mother,Tier-2,Medium,44,5.30,7.86,3.24,18
9256,Budget-Conscious Mother,Tier-2,Medium,43,5.57,7.38,4.57,18
9257,Budget-Conscious Mother,Tier-2,Medium,42,6.53,7.87,4.79,18
9258,Budget-Conscious Mother,Tier-2,Medium,48,5.44,7.58,4.66,18
9259,Budget-Conscious Mother,Tier-2,Medium,34,6.47,8.64,3.92,18
9260,Budget-Conscious Mother,Tier-2,Medium,48,6.25,7.65,3.52,18
9261,Budget-Conscious Mother,Tier-2,Medium,22,5.71,7.04,4.34,18
9262,Budget-Conscious Mother,Tier-2,Medium,21,6.28,8.95,4.88,18
9263,Budget-Conscious Mother,Tier-2,Medium,64,6.62,7.73,3.61,18
9264,Budget-Conscious Mother,Tier-2,Medium,49,6.40,7.85,4.96,18
9265,Budget-Conscious Mother,Tier-2,Medium,56,5.53,8.02,4.88,18
9266,Budget-Conscious Mother,Tier-2,Medium,23,5.01,8.37,3.67,18
9267,Budget-Conscious Mother,Tier-2,Medium,40,5.47,8.72,3.68,18
9268,Budget-Conscious Mother,Tier-2,Medium,46,5.08,8.83,4.70,18
9269,Budget-Conscious Mother,Tier-2,Medium,54,5.62,7.60,3.23,18
9270,Budget-Conscious Mother,Tier-2,Medium,46,5.12,7.36,4.68,18
9271,Budget-Conscious Mother,Tier-2,Medium,22,5.65,8.68,3.29,18
9272,Budget-Conscious Mother,Tier-2,Medium,35,6.98,8.98,4.07,18
9273,Budget-Conscious Mother,Tier-2,Medium,31,6.70,8.71,4.54,18
9274,Budget-Conscious Mother,Tier-2,Medium,35,5.91,7.91,3.16,18
9275,Budget-Conscious Mother,Tier-2,Medium,55,5.34,8.79,3.82,18
9276,Budget-Conscious Mother,Tier-2,Medium,52,5.92,7.72,4.66,18
9277,Budget-Conscious Mother,Tier-2,Medium,40,6.54,8.22,4.64,18
9278,Budget-Conscious Mother,Tier-2,Medium,64,5.55,8.32,3.51,18
9279,Budget-Conscious Mother,Tier-2,Medium,55,6.91,7.47,4.93,18
9280,Budget-Conscious Mother,Tier-2,Medium,30,5.88,7.11,4.65,18
9281,Budget-Conscious Mother,Tier-2,Medium,62,6.69,8.57,3.63,18
9282,Budget-Conscious Mother,Tier-2,Medium,47,6.99,7.93,4.00,18
9283,Budget-Conscious Mother,Tier-2,Medium,30,6.53,7.91,4.55,18
9284,Budget-Conscious Mother,Tier-2,Medium,56,6.34,7.98,4.62,18
9285,Budget-Conscious Mother,Tier-2,Medium,46,5.45,7.17,4.38,18
9286,Budget-Conscious Mother,Tier-2,Medium,46,6.83,8.95,3.39,18
9287,Budget-Conscious Mother,Tier-2,Medium,30,6.10,8.00,4.90,18
9288,Budget-Conscious Mother,Tier-2,Medium,58,5.55,7.63,3.58,18
9289,Budget-Conscious Mother,Tier-2,Medium,30,5.25,8.69,4.53,18
9290,Budget-Conscious Mother,Tier-2,Medium,33,5.39,8.85,3.30,18
9291,Budget-Conscious Mother,Tier-2,Medium,36,5.68,8.32,3.85,18
9292,Budget-Conscious Mother,Tier-2,Medium,56,6.31,7.99,4.97,18
9293,Budget-Conscious Mother,Tier-2,Medium,62,5.40,8.37,4.30,18
9294,Budget-Conscious Mother,Tier-2,Medium,64,5.53,7.85,3.79,18
9295,Budget-Conscious Mother,Tier-2,Medium,24,6.29,7.80,3.66,18
9296,Budget-Conscious Mother,Tier-2,Medium,52,5.91,8.94,3.53,18
9297,Budget-Conscious Mother,Tier-2,Medium,62,5.34,7.36,3.08,18
9298,Budget-Conscious Mother,Tier-2,Medium,38,6.91,8.72,4.19,18
9299,Budget-Conscious Mother,Tier-2,Medium,31,5.80,7.94,4.61,18
9300,Budget-Conscious Mother,Tier-2,Medium,35,6.89,7.63,4.90,18
9301,Budget-Conscious Mother,Tier-2,Medium,38,6.19,8.50,3.46,18
9302,Budget-Conscious Mother,Tier-2,Medium,39,6.46,8.11,4.18,18
9303,Budget-Conscious Mother,Tier-2,Medium,56,6.97,8.38,3.62,18
9304,Budget-Conscious Mother,Tier-2,Medium,56,6.99,7.57,4.69,18
9305,Budget-Conscious Mother,Tier-2,Medium,47,5.06,7.87,4.05,18
9306,Budget-Conscious Mother,Tier-2,Medium,27,6.35,8.63,4.74,18
9307,Budget-Conscious Mother,Tier-2,Medium,54,6.12,8.78,4.46,18
9308,Budget-Conscious Mother,Tier-2,Medium,54,6.34,8.55,4.94,18
9309,Budget-Conscious Mother,Tier-2,Medium,36,6.52,8.81,3.38,18
9310,Budget-Conscious Mother,Tier-2,Medium,31,5.56,7.59,3.25,18
9311,Budget-Conscious Mother,Tier-2,Medium,38,5.62,8.84,3.93,18
9312,Budget-Conscious Mother,Tier-2,Medium,55,5.88,7.15,3.20,18
9313,Budget-Conscious Mother,Tier-2,Medium,35,5.46,8.44,4.83,18
9314,Budget-Conscious Mother,Tier-2,Medium,41,6.46,8.75,4.39,18
9315,Budget-Conscious Mother,Tier-2,Medium,58,6.34,8.64,4.74,18
9316,Budget-Conscious Mother,Tier-2,Medium,49,6.41,7.73,4.76,18
9317,Budget-Conscious Mother,Tier-2,Medium,38,5.82,8.20,4.27,18
9318,Budget-Conscious Mother,Tier-2,Medium,41,5.94,7.54,3.05,18
9319,Budget-Conscious Mother,Tier-2,Medium,29,6.79,7.03,3.41,18
9320,Budget-Conscious Mother,Tier-2,Medium,35,5.85,8.38,3.77,18
9321,Budget-Conscious Mother,Tier-2,Medium,42,6.86,8.47,4.24,18
9322,Budget-Conscious Mother,Tier-2,Medium,33,6.91,7.26,4.55,18
9323,Budget-Conscious Mother,Tier-2,Medium,58,5.51,8.21,3.89,18
9324,Budget-Conscious Mother,Tier-2,Medium,27,5.83,8.67,4.31,18
9325,Budget-Conscious Mother,Tier-2,Medium,51,5.86,7.38,4.34,18
9326,Budget-Conscious Mother,Tier-2,Medium,41,6.63,8.21,4.78,18
9327,Budget-Conscious Mother,Tier-2,Medium,35,6.13,7.03,4.20,18
9328,Budget-Conscious Mother,Tier-2,Medium,61,5.58,8.22,4.15,18
9329,Budget-Conscious Mother,Tier-2,Medium,41,5.32,8.88,3.73,18
9330,Budget-Conscious Mother,Tier-2,Medium,22,6.48,8.23,4.14,18
9331,Budget-Conscious Mother,Tier-2,Medium,33,6.50,7.76,3.26,18
9332,Budget-Conscious Mother,Tier-2,Medium,40,5.55,7.17,4.65,18
9333,Budget-Conscious Mother,Tier-2,Medium,19,5.39,7.99,4.39,18
9334,Budget-Conscious Mother,Tier-2,Medium,35,5.53,8.61,4.57,18
9335,Budget-Conscious Mother,Tier-2,Medium,37,6.74,8.72,4.40,18
9336,Budget-Conscious Mother,Tier-2,Medium,61,5.89,7.67,3.64,18
9337,Budget-Conscious Mother,Tier-2,Medium,56,5.73,8.40,3.93,18
9338,Budget-Conscious Mother,Tier-2,Medium,62,5.81,8.73,3.17,18
9339,Budget-Conscious Mother,Tier-2,Medium,57,5.67,8.21,4.83,18
9340,Budget-Conscious Mother,Tier-2,Medium,51,6.38,8.02,4.29,18
9341,Budget-Conscious Mother,Tier-2,Medium,52,6.40,8.76,3.57,18
9342,Budget-Conscious Mother,Tier-2,Medium,63,6.58,8.68,3.62,18
9343,Budget-Conscious Mother,Tier-2,Medium,32,6.35,7.81,4.83,18
9344,Budget-Conscious Mother,Tier-2,Medium,42,6.11,7.25,4.13,18
9345,Budget-Conscious Mother,Tier-2,Medium,23,6.65,7.02,4.95,18
9346,Budget-Conscious Mother,Tier-2,Medium,50,6.62,8.50,4.04,18
9347,Budget-Conscious Mother,Tier-2,Medium,21,5.91,7.89,3.94,18
9348,Budget-Conscious Mother,Tier-2,Medium,57,6.82,7.71,4.33,18
9349,Budget-Conscious Mother,Tier-2,Medium,54,5.35,8.98,4.46,18
9350,Budget-Conscious Mother,Tier-2,Medium,64,6.29,7.75,4.51,18
9351,Budget-Conscious Mother,Tier-2,Medium,43,5.78,7.04,3.23,18
9352,Budget-Conscious Mother,Tier-2,Medium,20,5.96,8.56,3.55,18
9353,Budget-Conscious Mother,Tier-2,Medium,30,6.35,8.98,3.27,18
9354,Budget-Conscious Mother,Tier-2,Medium,49,5.74,7.13,3.89,18
9355,Budget-Conscious Mother,Tier-2,Medium,24,5.55,8.43,4.31,18
9356,Budget-Conscious Mother,Tier-2,Medium,45,6.24,7.65,4.53,18
9357,Budget-Conscious Mother,Tier-2,Medium,54,5.41,8.66,4.04,18
9358,Budget-Conscious Mother,Tier-2,Medium,33,5.64,8.05,4.70,18
9359,Budget-Conscious Mother,Tier-2,Medium,27,5.58,8.17,3.60,18
9360,Budget-Conscious Mother,Tier-2,Medium,32,5.39,8.63,4.80,18
9361,Budget-Conscious Mother,Tier-2,Medium,51,5.60,7.78,4.97,18
9362,Budget-Conscious Mother,Tier-2,Medium,34,5.24,8.21,4.87,18
9363,Budget-Conscious Mother,Tier-2,Medium,42,5.69,8.76,4.55,18
9364,Budget-Conscious Mother,Tier-2,Medium,55,5.15,8.57,4.94,18
9365,Budget-Conscious Mother,Tier-2,Medium,61,5.15,8.83,4.87,18
9366,Budget-Conscious Mother,Tier-2,Medium,49,6.95,8.40,4.29,18
9367,Budget-Conscious Mother,Tier-2,Medium,37,5.07,7.86,3.77,18
9368,Budget-Conscious Mother,Tier-2,Medium,63,5.06,7.26,3.17,18
9369,Budget-Conscious Mother,Tier-2,Medium,59,6.39,8.42,4.67,18
9370,Budget-Conscious Mother,Tier-2,Medium,40,5.94,8.01,4.48,18
9371,Budget-Conscious Mother,Tier-2,Medium,29,6.08,7.75,3.81,18
9372,Budget-Conscious Mother,Tier-2,Medium,55,6.54,7.13,4.78,18
9373,Budget-Conscious Mother,Tier-2,Medium,30,6.17,7.32,4.86,18
9374,Budget-Conscious Mother,Tier-2,Medium,34,6.86,8.79,3.03,18
9375,Budget-Conscious Mother,Tier-2,Medium,51,5.04,8.26,4.20,18
9376,Fitness-Focused Millennial,Urban,High,28,9.83,2.81,5.71,12
9377,Fitness-Focused Millennial,Urban,High,35,10.00,1.09,6.91,12
9378,Fitness-Focused Millennial,Urban,High,52,9.33,2.98,6.82,12
9379,Fitness-Focused Millennial,Urban,High,38,10.00,2.37,6.51,12
9380,Fitness-Focused Millennial,Urban,High,48,10.00,1.32,6.25,12
9381,Fitness-Focused Millennial,Urban,High,39,9.60,1.23,5.74,12
9382,Fitness-Focused Millennial,Urban,High,54,9.58,1.02,6.58,12
9383,Fitness-Focused Millennial,Urban,High,40,10.00,2.81,5.63,12
9384,Fitness-Focused Millennial,Urban,High,55,9.31,1.17,6.47,12
9385,Fitness-Focused Millennial,Urban,High,49,9.27,1.03,5.57,12
9386,Fitness-Focused Millennial,Urban,High,55,9.53,2.36,6.04,12
9387,Fitness-Focused Millennial,Urban,High,33,9.74,1.78,6.67,12
9388,Fitness-Focused Millennial,Urban,High,38,10.00,1.81,5.09,12
9389,Fitness-Focused Millennial,Urban,High,34,10.00,2.18,6.35,12
9390,Fitness-Focused Millennial,Urban,High,25,9.70,1.74,5.55,12
9391,Fitness-Focused Millennial,Urban,High,33,10.00,2.77,5.66,12
9392,Fitness-Focused Millennial,Urban,High,43,10.00,1.70,5.50,12
9393,Fitness-Focused Millennial,Urban,High,28,10.00,1.99,6.03,12
9394,Fitness-Focused Millennial,Urban,High,47,9.77,1.43,5.99,12
9395,Fitness-Focused Millennial,Urban,High,33,10.00,1.95,6.55,12
9396,Fitness-Focused Millennial,Urban,High,27,10.00,1.14,5.73,12
9397,Fitness-Focused Millennial,Urban,High,60,10.00,1.73,5.75,12
9398,Fitness-Focused Millennial,Urban,High,33,10.00,2.35,5.87,12
9399,Fitness-Focused Millennial,Urban,High,36,10.00,2.68,5.73,12
9400,Fitness-Focused Millennial,Urban,High,56,10.00,2.34,5.62,12
9401,Fitness-Focused Millennial,Urban,High,24,9.09,1.63,6.34,12
9402,Fitness-Focused Millennial,Urban,High,43,9.45,1.38,6.94,12
9403,Fitness-Focused Millennial,Urban,High,43,9.99,2.80,5.19,12
9404,Fitness-Focused Millennial,Urban,High,22,9.53,1.69,6.78,12
9405,Fitness-Focused Millennial,Urban,High,49,10.00,1.40,6.41,12
9406,Fitness-Focused Millennial,Urban,High,39,9.15,1.71,6.44,12
9407,Fitness-Focused Millennial,Urban,High,48,9.20,1.57,5.51,12
9408,Fitness-Focused Millennial,Urban,High,47,9.00,1.17,6.35,12
9409,Fitness-Focused Millennial,Urban,High,42,9.58,1.54,6.33,12
9410,Fitness-Focused Millennial,Urban,High,36,9.65,1.08,5.51,12
9411,Fitness-Focused Millennial,Urban,High,28,10.00,1.58,5.59,12
9412,Fitness-Focused Millennial,Urban,High,40,9.70,2.31,5.26,12
9413,Fitness-Focused Millennial,Urban,High,26,10.00,1.02,6.18,12
9414,Fitness-Focused Millennial,Urban,High,54,10.00,2.63,5.84,12
9415,Fitness-Focused Millennial,Urban,High,21,9.01,2.60,6.56,12
9416,Fitness-Focused Millennial,Urban,High,34,9.86,2.70,6.67,12
9417,Fitness-Focused Millennial,Urban,High,36,10.00,2.78,5.91,12
9418,Fitness-Focused Millennial,Urban,High,61,9.96,2.50,5.53,12
9419,Fitness-Focused Millennial,Urban,High,57,10.00,2.92,6.31,12
9420,Fitness-Focused Millennial,Urban,High,38,10.00,2.12,6.45,12
9421,Fitness-Focused Millennial,Urban,High,46,9.94,2.55,6.71,12
9422,Fitness-Focused Millennial,Urban,High,53,10.00,1.04,5.91,12
9423,Fitness-Focused Millennial,Urban,High,61,9.65,1.76,6.80,12
9424,Fitness-Focused Millennial,Urban,High,31,10.00,1.30,5.49,12
9425,Fitness-Focused Millennial,Urban,High,47,10.00,1.37,5.06,12
9426,Fitness-Focused Millennial,Urban,High,20,9.98,2.75,5.69,12
9427,Fitness-Focused Millennial,Urban,High,37,10.00,2.20,6.61,12
9428,Fitness-Focused Millennial,Urban,High,32,9.44,2.55,6.57,12
9429,Fitness-Focused Millennial,Urban,High,48,9.88,2.11,6.44,12
9430,Fitness-Focused Millennial,Urban,High,64,9.10,2.32,6.92,12
9431,Fitness-Focused Millennial,Urban,High,53,10.00,1.24,6.17,12
9432,Fitness-Focused Millennial,Urban,High,57,10.00,1.46,6.76,12
9433,Fitness-Focused Millennial,Urban,High,25,9.51,1.71,5.59,12
9434,Fitness-Focused Millennial,Urban,High,58,10.00,1.90,6.57,12
9435,Fitness-Focused Millennial,Urban,High,56,10.00,2.19,6.08,12
9436,Fitness-Focused Millennial,Urban,High,59,10.00,2.94,5.63,12
9437,Fitness-Focused Millennial,Urban,High,50,10.00,1.29,5.17,12
9438,Fitness-Focused Millennial,Urban,High,47,10.00,2.79,6.74,12
9439,Fitness-Focused Millennial,Urban,High,45,9.14,1.83,6.95,12
9440,Fitness-Focused Millennial,Urban,High,53,10.00,1.45,6.91,12
9441,Fitness-Focused Millennial,Urban,High,47,10.00,2.91,5.21,12
9442,Fitness-Focused Millennial,Urban,High,62,9.53,1.61,5.95,12
9443,Fitness-Focused Millennial,Urban,High,49,10.00,2.50,6.81,12
9444,Fitness-Focused Millennial,Urban,High,34,10.00,2.53,6.85,12
9445,Fitness-Focused Millennial,Urban,High,34,9.09,1.43,6.69,12
9446,Fitness-Focused Millennial,Urban,High,24,10.00,2.79,6.02,12
9447,Fitness-Focused Millennial,Urban,High,60,10.00,2.12,6.94,12
9448,Fitness-Focused Millennial,Urban,High,63,10.00,2.01,6.81,12
9449,Fitness-Focused Millennial,Urban,High,40,9.64,1.26,5.87,12
9450,Fitness-Focused Millennial,Urban,High,63,10.00,3.00,6.31,12
9451,Fitness-Focused Millennial,Urban,High,41,9.45,2.28,6.93,12
9452,Fitness-Focused Millennial,Urban,High,34,10.00,2.96,6.90,12
9453,Fitness-Focused Millennial,Urban,High,47,10.00,1.21,6.61,12
9454,Fitness-Focused Millennial,Urban,High,43,9.82,1.47,6.18,12
9455,Fitness-Focused Millennial,Urban,High,44,9.34,2.59,5.43,12
9456,Fitness-Focused Millennial,Urban,High,18,10.00,2.57,5.01,12
9457,Fitness-Focused Millennial,Urban,High,60,10.00,1.54,5.10,12
9458,Fitness-Focused Millennial,Urban,High,48,9.54,2.44,5.18,12
9459,Fitness-Focused Millennial,Urban,High,34,10.00,2.17,5.62,12
9460,Fitness-Focused Millennial,Urban,High,45,9.83,1.86,6.99,12
9461,Fitness-Focused Millennial,Urban,High,38,9.56,2.66,6.94,12
9462,Fitness-Focused Millennial,Urban,High,52,9.29,2.29,6.62,12
9463,Fitness-Focused Millennial,Urban,High,31,10.00,2.30,6.73,12
9464,Fitness-Focused Millennial,Urban,High,62,10.00,1.61,5.76,12
9465,Fitness-Focused Millennial,Urban,High,38,10.00,2.65,5.47,12
9466,Fitness-Focused Millennial,Urban,High,19,9.82,1.42,6.45,12
9467,Fitness-Focused Millennial,Urban,High,64,10.00,1.24,5.86,12
9468,Fitness-Focused Millennial,Urban,High,23,10.00,1.05,5.58,12
9469,Fitness-Focused Millennial,Urban,High,20,10.00,1.87,5.28,12
9470,Fitness-Focused Millennial,Urban,High,27,9.43,2.94,5.24,12
9471,Fitness-Focused Millennial,Urban,High,50,9.72,1.76,6.07,12
9472,Fitness-Focused Millennial,Urban,High,19,9.88,1.25,5.96,12
9473,Fitness-Focused Millennial,Urban,High,37,9.90,1.77,5.43,12
9474,Fitness-Focused Millennial,Urban,High,62,9.43,2.40,6.89,12
9475,Fitness-Focused Millennial,Urban,High,60,9.22,2.59,6.98,12
9476,Fitness-Focused Millennial,Urban,High,34,10.00,2.90,5.38,12
9477,Fitness-Focused Millennial,Urban,High,51,10.00,1.31,6.25,12
9478,Fitness-Focused Millennial,Urban,High,33,9.74,2.58,5.92,12
9479,Fitness-Focused Millennial,Urban,High,20,9.89,2.98,5.90,12
9480,Fitness-Focused Millennial,Urban,High,60,9.90,2.10,6.06,12
9481,Fitness-Focused Millennial,Urban,High,39,10.00,2.55,5.30,12
9482,Fitness-Focused Millennial,Urban,High,43,9.98,1.43,6.31,12
9483,Fitness-Focused Millennial,Urban,High,57,9.12,1.49,5.56,12
9484,Fitness-Focused Millennial,Urban,High,41,9.33,2.10,6.63,12
9485,Fitness-Focused Millennial,Urban,High,19,9.63,2.99,5.67,12
9486,Fitness-Focused Millennial,Urban,High,26,9.52,2.32,5.72,12
9487,Fitness-Focused Millennial,Urban,High,41,10.00,2.34,6.03,12
9488,Fitness-Focused Millennial,Urban,High,54,9.71,2.01,5.89,12
9489,Fitness-Focused Millennial,Urban,High,24,9.88,2.71,6.16,12
9490,Fitness-Focused Millennial,Urban,High,62,9.59,1.94,6.04,12
9491,Fitness-Focused Millennial,Urban,High,60,10.00,1.57,5.26,12
9492,Fitness-Focused Millennial,Urban,High,48,9.37,1.85,6.06,12
9493,Fitness-Focused Millennial,Urban,High,45,9.08,1.74,5.15,12
9494,Fitness-Focused Millennial,Urban,High,44,9.52,2.53,6.78,12
9495,Fitness-Focused Millennial,Urban,High,43,10.00,2.33,5.86,12
9496,Fitness-Focused Millennial,Urban,High,33,10.00,2.06,5.91,12
9497,Fitness-Focused Millennial,Urban,High,31,10.00,1.70,6.55,12
9498,Fitness-Focused Millennial,Urban,High,55,10.00,2.36,5.83,12
9499,Fitness-Focused Millennial,Urban,High,61,9.62,1.34,5.38,12
9500,Fitness-Focused Millennial,Urban,High,60,9.56,2.85,6.91,12
9501,Fitness-Focused Millennial,Urban,High,27,9.64,2.56,5.35,12
